;;;2000;;;;2001;;;;2002;;;;2003;;;;2004;;;;2005;;;;2006;;;;2007;;;;2008;;;;2009;;;;2010;;;;2011;;;;2012;;;;2013;;;;2014;;;;2015;;;;2016;;;;2017;;;;2018;;;;2019;;;;2020;;;;2021;;;;2022
;;;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал;II квартал;III квартал;IV квартал;I квартал
Первичный рынок жилья;        Республика Тыва;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;21 552.34;26 500;26 500;26 500;30 758.24;31 618.84;35 169.06;36 041.82;35 785.16;33 333;34 600;34 764.21;34 028;31 250;31 818;33 175;33 175;33 125.8;35 249.58;35 250;35 348.86;35 348.86;38 855.33;38 855.33;41 207.1;42 778.29;42 694.15;42 694.15;43 847.79;43 154.63;45 818.27;46 473.79;44 042.2;43 738.48;43 860.48;43 963.08;43 185.71;43 270.23;43 270.23;43 270.23;41 625.42;41 625.42;41 625.42;41 625.42;;;;;;;;;;;;;;;;;107 166.02
Первичный рынок жилья;        Республика Хакасия;;4 033.77;4 165.57;4 445.61;4 621.2;5 181.27;5 880.18;6 618.69;7 288.86;8 575.99;9 133.57;9 220.9;9 217.84;10 228.16;10 695.38;10 833.16;11 386.65;11 715.09;12 054.24;12 433.53;13 283.86;13 976.3;16 123.47;17 112.91;17 390.6;18 278.17;18 627.85;18 856.1;19 592.37;20 131.54;20 475.44;23 183.24;25 729.54;28 317.19;29 907.72;32 511.12;33 234.97;29 201.85;27 534.48;27 158;27 188.77;28 180.45;28 136.12;28 564.23;28 718.1;29 520.21;31 297.36;31 606.36;32 018.09;32 277.74;32 978.47;34 955.01;35 028.15;37 210.31;38 348.77;38 490.68;38 613.55;38 877.19;39 257.87;39 505.34;39 984.03;41 388.32;43 650.55;41 093.02;40 088.39;39 234.73;38 792.98;39 475.04;39 011.59;39 167.08;39 516.4;40 362.54;40 498.38;40 500.51;41 096.71;41 587.17;41 950.99;42 694.33;43 412.57;43 435.58;43 080.03;45 167.49;46 049.48;47 000.34;48 078.19;56 719.7;58 134.3;58 348.16;59 490.81;76 753.3
Первичный рынок жилья;        Алтайский край;;4 579.53;5 081.53;5 290.3;5 659.43;6 321.79;7 258.31;8 202.35;8 547.89;9 451.66;10 242.17;10 856.81;11 159.06;11 891.12;12 149.22;12 485.88;12 570.41;12 583.31;12 770.81;13 477.83;14 061.56;14 962.28;15 567.43;16 648.35;17 582.49;18 294.99;19 601.81;21 480.77;25 062.02;29 332.85;32 408.15;34 272.99;35 027.97;37 569.01;37 531.26;37 579.36;36 233.88;35 309.95;33 111.1;32 297.73;31 748.33;33 525.07;33 321.75;33 386.83;33 386.14;31 532.15;31 685.82;32 169.53;32 237.01;32 481.5;34 741.11;35 199.85;35 508.35;36 837.88;38 627.77;39 495.25;40 334.99;40 747.56;41 814.88;42 426.46;42 771.67;44 678.73;44 592.41;44 301.08;44 134.71;46 690.39;45 127.74;45 088.58;45 477.7;41 063.52;40 153.31;40 600.9;40 877.03;41 918.92;42 257.19;43 435.75;44 205.63;44 653.65;45 904.77;47 102.58;48 839.85;48 202.41;48 781.57;49 870.2;51 522.54;57 341.73;59 274.09;64 349.35;66 933.08;77 141.07
Первичный рынок жилья;        Красноярский край;;4 783.95;4 885.73;5 264.32;6 724.64;7 486.41;9 063.74;10 202.04;11 196.34;11 165.67;11 171.29;11 376.84;11 476.68;10 872.36;10 909.42;11 318.52;11 490.18;13 582.19;15 444.96;17 702.31;19 044.78;19 878.32;20 170.91;20 236.77;21 077.07;22 754.54;23 848.58;24 650.85;27 652.73;30 625.72;33 369.77;36 313.49;40 435.04;45 194.64;46 261.47;46 008.97;41 597.82;41 470.51;40 462.12;38 519.86;37 992.97;38 309.66;38 964.51;39 832.33;40 490.88;40 868.89;41 510.59;43 016.78;43 905.68;45 447.42;46 416.01;48 638.77;50 046.89;51 594.98;52 387.76;52 921.71;53 768.92;54 902.65;55 467.63;55 899.89;56 370.98;57 002.64;56 304.85;54 443.69;52 729.42;50 140.01;49 588.35;49 640.6;49 408.79;48 592.72;49 096.81;50 537.68;50 990.15;51 291.25;52 045.88;52 603.88;53 505.68;54 794.64;55 818.22;56 825.18;56 769.21;59 616.82;60 377.64;62 756.09;65 921.75;69 844.58;72 712.78;77 795.49;79 263.6;90 336.87
Первичный рынок жилья;        Иркутская область;;;;;;;;;;;;;;17 296.48;17 756.48;17 756.48;19 552;19 996.93;19 996.93;19 996.93;23 014.42;23 584;23 584;23 584;24 778.37;27 168.38;31 168.38;36 442.2;35 233.83;37 939.25;40 782.09;46 102.5;49 616.67;51 627.81;52 976.64;52 924.83;50 213.15;41 715.75;40 516.45;39 739.13;40 135.07;39 091.22;39 143.48;39 704;39 419.58;40 502.77;41 698.7;43 696.9;45 218.48;45 471.56;46 849.67;47 836.31;48 347.21;50 542.89;53 129.39;53 649.2;54 978.85;51 462.01;49 051.04;47 694.6;49 670.83;47 872.87;48 443.42;48 187.34;48 922.01;48 288.42;50 312.51;52 052.82;49 565.3;50 549.03;52 894.09;51 967.35;50 713.28;52 490.99;51 038.23;53 293.56;54 457.33;55 519.64;56 367.17;58 441.66;60 414.64;64 993.22;70 105.67;71 480.63;73 138.28;75 726.49;93 564.66;94 517.15;96 893.63;94 858.65
Первичный рынок жилья;        Кемеровская область - Кузбасс;;4 703;4 703;4 703;4 703;6 000;6 000;8 000;8 000;12 000;12 000;12 000;12 000;12 818.93;12 860.24;13 107.65;13 457.44;12 277.44;12 712.69;13 327.49;13 824.07;18 479.38;21 690.71;22 256.05;24 765.85;25 317.86;26 314.37;27 701.25;26 342.43;28 174;28 303.65;28 779.39;29 859.58;28 153.78;29 954.41;30 374.47;29 851.5;31 661.53;31 279.24;31 183.48;31 380.07;34 967.95;35 267.05;35 467.41;35 640.94;36 002.95;36 064.5;35 690.71;36 218.53;38 399.19;38 356.53;39 407.73;39 090.54;38 787.65;38 905.67;39 233.34;39 587.69;38 238;38 283.98;38 257.05;38 720.77;39 830.51;39 791.52;39 343.35;39 252.62;38 767.48;38 993.04;38 594.37;39 000.03;39 095.08;39 028.85;40 140.14;39 881.29;40 326.53;40 550.2;41 096.34;42 360.12;46 596.53;47 154.76;48 415.37;50 069.51;52 108.46;52 423.59;52 904.16;53 451.53;56 858.65;58 163.68;61 527.44;63 143.31;88 600.54
Первичный рынок жилья;        Новосибирская область;;6 239.86;6 203.16;6 466.63;6 796.35;7 548.59;7 900.36;9 149.33;10 558.15;11 091.55;12 107.05;12 651.2;13 388.21;15 288.58;15 523.03;15 869.41;15 632.47;18 149.26;18 575.55;19 081.1;20 422.7;22 107.47;25 040.85;26 595.53;27 440.45;26 418.33;27 305.64;27 084.77;28 458.07;36 874.75;39 255.87;41 256.93;43 288.17;44 865.44;45 482.93;45 799.06;46 216.81;48 033.86;46 266.59;42 666.26;41 397.07;37 656.95;37 829.01;39 641.9;38 263.19;33 187.1;33 734.69;33 748.62;34 129.38;36 871.77;38 415.64;38 506.35;38 968.84;41 838.7;42 103.71;42 475.5;42 437.35;47 480.06;48 165.56;48 425.27;50 225.19;49 461.78;49 115.96;46 898.18;46 572.51;48 218.39;48 543.74;48 125.04;48 553.63;48 686.37;48 061.91;48 372.6;49 384.77;50 275.3;50 981.81;52 410.03;53 094.52;55 567.95;55 836.25;56 312.96;58 709.5;55 764.86;59 762.51;59 696.17;63 610.77;68 771.84;69 965.51;72 196.39;73 620.15;95 947.14
Первичный рынок жилья;        Омская область;;4 639.33;4 639.33;4 687.91;4 818.84;5 256.82;5 536.26;7 489.01;8 764.33;10 564.54;10 810.27;10 916.71;11 269.79;10 882.77;11 368.69;11 507.81;11 726.98;11 863.85;12 101.35;12 907.51;13 591.49;13 651.16;15 098.05;16 138.42;16 419.67;17 772.25;18 562.62;21 345.4;24 234.65;27 057.3;29 691.05;31 490.07;32 711.09;34 508.8;34 737.79;34 662.95;33 777.13;32 379.61;31 502.7;31 223.8;31 231.4;30 759.29;30 654.12;31 078.22;31 271.2;30 921.01;31 561.43;32 201.46;32 702.48;34 479.61;34 824.1;35 532.13;36 803.48;37 198.19;38 430.41;39 177.45;39 532.46;40 705.48;40 776.04;41 495.87;41 627.59;43 014.09;42 951.81;43 811.89;43 161.77;42 689.63;42 369.56;42 222.32;41 981.89;41 080.56;41 393.86;40 879.83;40 681.78;40 270.89;40 449.59;40 817.73;41 285.75;41 554.63;41 922.64;42 067.3;43 140.6;44 857.25;44 168.12;47 155.6;48 685.41;56 191.19;58 190.24;62 219.38;68 904.73;75 521.88
Первичный рынок жилья;        Томская область;;4 087.52;4 177.3;4 373.28;4 811.94;4 935.32;5 600.55;6 239.62;6 678.9;8 118.47;8 741.47;8 674.3;8 990.39;9 760.48;9 910.6;9 897.57;10 437.35;10 587.16;11 459.15;13 183.07;14 729.55;15 986.88;17 536.52;18 451.43;19 920.18;19 669.93;20 629.18;22 382.27;25 421.66;26 138.21;29 135.9;33 140.38;36 732.17;40 868.53;43 551.51;43 729.96;40 672.87;39 718.31;36 056.08;34 155.78;33 522.27;34 176.35;33 730.85;34 083.84;34 083.74;35 175.37;35 537.92;37 159.85;38 470.59;38 506.9;40 492.8;41 301.52;41 326.98;41 425.85;42 070.64;42 865.74;43 150.65;44 028.72;44 701.24;44 913.28;45 623.75;46 451.94;47 797.62;45 516.89;45 225.62;48 971.01;47 666.82;47 003.78;46 976.03;44 787.78;46 867.05;45 572.35;45 871.97;47 146.71;47 093.26;49 600.64;50 678.72;50 769.15;53 844.13;57 221.39;57 079.6;57 639.45;58 034.94;58 995.78;61 110.68;64 134.07;69 604.53;73 465.04;75 508.13;82 213.64
Первичный рынок жилья;    Дальневосточный федеральный округ;;7 203.56;7 392.97;7 434.4;7 987.61;10 614.19;11 180.25;11 995.19;13 281.07;12 902.61;13 505.35;14 062.79;14 381.82;15 172.65;15 566.16;17 246.81;18 103.24;19 540.54;20 825.51;22 118.51;22 281.74;21 601.09;22 902.66;24 646.33;26 356.22;27 190.67;27 932.74;29 974.26;31 459.7;31 949.21;33 038.21;34 702.57;36 510.55;39 090.27;43 500.28;44 576.95;44 994.83;49 482.17;49 115.35;48 791.94;48 725.56;48 381.74;47 515.62;47 965.76;48 028.35;43 066.95;43 545.47;44 209.19;44 905.61;49 643.22;50 713.53;53 931.58;54 654.05;57 889.38;58 252.58;58 327.95;58 950.27;61 770.39;61 748.74;61 547.02;62 140.25;63 499.32;64 743.54;65 403.66;64 776.5;65 451.23;66 082.93;66 142.98;66 430.29;65 263.61;65 709.87;66 675.74;67 190.82;67 143.73;68 107.05;70 303.88;71 702.47;;;;;;;;;;;;;
Первичный рынок жилья;    Дальневосточный федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69 568.41;70 835.66;71 456.82;73 353.47;81 846.09;85 180.8;88 114.12;91 094.05;97 972.5;101 302.51;103 587.15;108 095.76;116 121.45
Первичный рынок жилья;        Республика Бурятия;;4 024.05;4 024.05;4 024.05;4 024.05;4 491.22;4 565.92;5 014.75;5 014.75;8 148.11;8 148.11;8 148.11;8 975.16;13 672.8;13 183.24;14 057.09;14 398.7;15 089.3;15 791.05;16 908.07;17 130.47;17 276.4;17 386.71;17 975.6;18 907.01;17 927.21;17 927.21;18 227.52;17 935.1;22 961.81;24 247.33;26 302.53;29 451.12;30 244.57;32 257.09;32 707.62;31 917.59;29 138.37;28 385.18;27 957.67;28 272.44;28 749.47;28 840.01;28 918.95;28 932.69;31 133.36;31 616.73;31 438.65;32 796.74;35 210.77;37 003;38 076.42;41 495.78;38 742.78;40 255.89;40 323.82;40 341.24;41 589.73;41 563.99;41 579.79;41 687.14;42 470.21;40 306.7;40 630.77;39 901.84;40 684.16;38 161.28;38 817.98;38 058.67;39 242.21;39 765.92;39 525.32;39 453.28;40 317.71;40 171.94;40 190.53;40 320.88;46 177.49;46 127.74;46 177.18;46 274.92;54 314;55 706.34;59 029.38;59 313.36;62 764.01;68 806.66;70 368.12;76 710.61;78 006.34
Первичный рынок жилья;        Забайкальский край;;3 462.9;3 462.9;3 463.76;3 462.9;;;;;;;;;;;;;;;;;14 000;14 000;15 000;15 000;18 850;19 500;20 350;20 550;22 550;23 050;24 550;28 050;30 350.22;34 121.07;35 386.87;34 867.78;34 469.71;32 926.01;32 768.34;32 932.74;31 452.75;31 928.06;32 337.39;32 425.35;34 099.54;37 011.08;36 878.8;37 807.15;41 072.22;41 430.94;41 516.59;42 239.28;43 281.05;43 888.44;44 421.06;43 943.93;44 906.13;45 707.71;46 907.77;49 106.26;54 379.72;53 874.11;53 449.08;53 330.56;50 843.42;50 378.21;48 303.93;47 857.69;48 962.23;47 877.97;48 696.46;48 347.29;49 016.72;49 276.94;49 835.54;50 042.19;57 160.94;59 476.28;60 434.01;61 057.73;65 098.65;69 960.93;68 635.28;74 943.18;80 108.27;80 369.55;86 803.17;88 297.01;94 131.18
Первичный рынок жилья;        Республика Саха (Якутия);;;;;;;;;;;;;;;;;;;;;;20 045.95;22 809.62;23 761.35;24 160.17;24 581.7;25 494.55;29 054.39;28 957.06;29 353.23;29 663.5;30 584.89;30 834.76;34 938.04;36 205.33;37 446.55;38 991.92;49 445.68;49 481.26;49 962.19;49 771.47;48 810.76;48 606.18;48 827.17;48 480.77;47 210.13;47 202.01;47 485.33;47 476.92;48 159.64;49 072.78;49 815.43;50 344.3;51 901.16;53 201.28;54 493.1;55 243.9;65 732.33;65 503.36;65 657.29;68 487.59;69 821.39;71 267.22;71 389.74;71 608.45;71 912.84;71 912.84;70 288.71;70 553.65;65 579.34;62 163.72;64 684.32;65 312.61;67 055.1;69 304.25;70 462.91;71 746.18;77 117.55;80 171.32;80 192.67;80 461.33;86 343.67;86 406.35;90 943.99;95 812.65;101 099.2;103 200.66;106 440.66;111 273.72;117 114.5
Первичный рынок жилья;        Камчатский край;;;;;;;;;;;;;;;;;;14 600;14 600;14 600;19 200;19 200;19 200;19 200;26 300;26 300;26 300;26 300;35 957;35 957;35 957;35 957;40 280;40 280;47 655.42;47 655.42;47 655.42;36 472.64;37 607.37;37 311.01;37 432.36;45 184.04;45 369.96;45 134.46;44 948.54;45 911.15;45 911.15;45 616.55;45 506.35;47 228.41;47 228.41;47 228.41;45 861.6;47 507.63;47 507.63;45 919.53;44 258.58;50 369.74;51 010.52;65 046.39;65 046.39;63 492.34;70 621.05;70 621.05;70 621.05;81 023.79;81 023.79;78 765.81;76 260.98;77 141.43;77 141.43;76 212.54;76 212.54;72 375.22;69 536.12;67 105.27;66 789.86;68 677.3;66 721.41;66 721.41;66 721.41;72 793.29;72 793.29;72 793.29;73 474.01;82 658.29;81 714.33;80 170.59;111 846.77;115 912.45
Первичный рынок жилья;        Приморский край;;9 566.31;9 643.23;9 526;9 744.77;12 824.48;13 194.64;14 582.48;15 761.33;16 224.84;16 520.93;16 680.48;16 865.08;17 872.19;17 872.19;19 875.4;20 222.55;22 058.05;21 941.37;23 100.77;23 004.43;23 509.95;23 878.93;28 294.65;30 404.73;29 804.01;29 974.16;32 280.6;35 423.17;33 676.7;35 482.94;38 118.44;40 730.78;41 534.62;46 547.07;46 881.71;46 216.8;46 070.52;46 028.83;44 800.57;44 472.5;48 550.62;49 378.89;50 847.15;50 664.9;39 168.1;39 604.03;40 134.73;40 329.76;41 299.54;41 084.89;42 628.88;43 227.95;52 485.27;52 798.57;52 902.68;52 543.72;55 061.52;55 334;55 037.65;54 597.4;60 995.63;61 924.93;62 895.37;63 157.72;68 463.05;70 373.07;70 325.32;70 863.72;70 133.2;71 586.24;73 396.48;75 307.4;70 238.7;70 460.98;72 694.97;73 135.1;87 186.73;89 186.23;90 049.46;93 755.15;99 918.56;105 482.57;107 184.08;110 506.71;114 052.23;116 928.22;116 408.74;122 176.7;142 053.37
Первичный рынок жилья;        Хабаровский край;;6 962.46;7 214.96;7 443.61;7 747.95;10 775;11 795.5;11 795.5;13 056.5;11 113.75;12 430;13 430;14 085;15 130;15 982.5;17 408.75;18 867.5;21 838.81;24 236.75;26 221.67;26 221.67;26 649.83;26 649.83;27 201.52;29 919.06;29 197.74;30 036.42;31 100.62;33 015.04;36 507.52;38 340.4;40 155.96;41 972.8;43 774.44;49 612.79;49 663.02;50 331.89;54 948.18;52 024.24;52 919.11;52 526.4;49 168.78;49 065.13;49 229.74;48 786.06;46 488.33;47 422.24;48 990.59;50 453.57;55 189.42;56 725.78;62 268.82;62 592.82;68 304.24;68 052.09;67 564.35;69 436.12;72 421.62;71 731.06;69 911.52;69 238.9;62 042;63 032.19;63 219.79;60 750.74;60 687.99;60 087.89;60 384.65;60 859.55;60 701.19;60 859.15;60 818.77;60 343.42;65 310.81;66 313.45;68 011;67 962.37;68 382.34;70 084.37;69 049.7;72 031.15;78 196.87;82 309.4;86 564.17;88 590.84;100 707.57;105 703.06;106 886.9;110 014.27;105 565.77
Первичный рынок жилья;        Амурская область;;4 765.35;5 016.96;5 043.52;6 237.35;6 935.36;7 253.48;8 163.96;9 648.91;9 859.88;10 071.87;10 714.09;10 833.45;10 972.27;11 423.55;12 907.65;13 828.68;13 804.71;15 855.59;16 646.51;16 897.58;17 595.82;19 252.71;20 653.67;22 813.52;25 222.17;26 517.96;26 789.25;27 179.66;28 401.39;28 643.51;29 973.19;32 499.37;34 662.95;38 417.37;39 251.31;40 707.81;43 323.05;43 694.93;43 866.37;43 908.62;44 835.26;45 255.5;46 034.13;46 162.38;45 691.25;46 223.14;46 706.63;48 065.39;50 801.68;53 279.18;55 874.67;57 561.85;62 027.3;62 522.95;62 499.87;63 070.8;62 429.79;62 743.53;63 077.37;63 539.1;56 768.37;56 962.32;56 980.26;57 055.34;54 593.93;52 631.46;53 449.88;53 530.61;51 424.46;51 703.33;52 433.75;51 722.24;53 113.32;52 276.41;54 362.69;56 454.75;58 458.97;59 941.83;60 594.71;64 000.11;72 056.01;76 425.01;80 697.14;85 423.44;91 377.95;99 654.44;100 954.82;106 829.71;109 408.13
Первичный рынок жилья;        Магаданская область;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32 042.93;32 684.1;33 664.33;34 850.9;;;;;47 437;47 437;47 437;50 000;48 509.56;48 509.56;48 509.56;48 005;48 005;48 005;48 500;67 907;67 907;67 907;67 907;55 000;55 337.82;50 206.46;52 941.35;52 941.35;51 654.71;51 654.71;51 654.71;49 604.9;;;;;;;;;94 531.88;94 531.88;95 245.46;95 792.34;95 683.83;95 683.83;95 746.72;105 723.05;144 052.72
Первичный рынок жилья;        Сахалинская область;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44 932.21;54 864.5;61 106.63;59 453.93;65 614.98;67 569.07;64 666.67;65 866.67;65 866.67;65 814.18;65 814.18;64 500.11;58 276.38;58 115.47;58 008;57 989.58;58 857.67;58 857.67;58 857.67;65 928;68 722.29;69 637.1;68 530.73;68 530.73;70 203.14;71 381.3;73 631.67;77 982.79;83 342.43;84 464.45;87 560.35;89 338.47;75 035.02;76 391.6;77 429.61;77 642.28;72 707.96;75 091.58;74 478.11;73 983.35;80 999.33;85 380.1;90 260.08;95 969.8;104 951.18;100 553.68;105 876.66;105 791.43;122 890.15;123 054.92;131 356.55;131 347.67;109 923.19;110 684.28;116 553.81;116 744.21;145 368.74
Первичный рынок жилья;        Еврейская автономная область;;;;;;;;;;;;;;;;;;;;;;11 750;11 750;11 750;11 750;11 701.5;12 076.5;12 645.88;13 363.01;14 245.66;15 059.08;15 363.71;17 711.13;20 805.88;23 320.6;24 863.39;24 863.39;24 413.5;23 352.48;23 109.45;23 231.78;23 077.54;23 208.29;23 598.71;23 614.78;28 029.68;28 230.23;28 137.27;28 869.37;30 030.19;30 184.75;32 763.44;33 349.24;32 990.86;34 172.33;35 883.53;36 464.07;37 896.65;37 768.06;37 455.38;37 546.18;37 574.52;37 634.66;39 053.14;41 183.4;39 942.59;40 263.35;39 342.65;38 507.4;38 651.95;37 957.75;37 801.45;36 719.61;35 915.28;37 051.52;38 306.72;39 376.9;40 855.79;41 094.63;40 492.13;39 957.97;38 044.39;36 518.15;36 095.98;35 968.45;;;;;
Первичный рынок жилья;    Крымский федеральный округ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;51 250.42;50 877.34;51 239.18;50 567.56;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Северный район;;4 369.66;4 476.67;4 593.27;5 119.88;6 097.42;6 772.46;7 226.73;7 964.86;8 540.75;8 651.43;9 000.82;9 541.43;10 652.2;11 045.18;11 687.91;13 672.53;14 830.29;15 124.58;16 118.77;16 414.87;17 875.84;18 297.73;18 813.59;19 555.14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Северо-Западный район;;9 374.75;9 619.52;9 719.61;9 973.02;9 769.07;10 093.19;10 296.05;10 942.54;12 198.61;12 433.23;13 075.17;13 799.64;15 494.33;16 112.54;17 276.02;18 519.28;21 895.16;23 182.11;24 067.95;23 209.27;25 807.19;25 796.07;26 308.1;26 811.01;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Центральный район;;12 012.95;11 807.04;11 986.33;12 313.3;13 540.61;13 816.08;13 908.92;14 819.44;15 287.22;16 375.1;17 197.24;17 653.45;20 433.01;21 521.43;22 683.83;23 829.73;28 626.21;29 706.93;30 328.6;31 617.45;35 181.17;36 086.15;36 686.07;38 852.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Волго-Вятский район;;6 261.14;6 369.94;6 380.5;6 908.69;7 349.03;7 836.17;8 313.4;9 275.57;9 376.48;9 981.71;10 282.89;10 818.91;11 465.38;11 855.62;12 320.65;12 759.91;13 353.08;14 072.99;15 147.96;16 062.58;16 624.05;17 054.59;17 791.51;18 714.37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Центрально-Черноземный район;;4 461.07;4 638.92;4 677.53;4 757.45;5 622.87;5 686.68;6 046.77;6 374.53;7 029.06;7 328.85;7 915.64;8 325.12;9 371.47;9 780.9;10 224.13;10 861.74;11 839.47;12 259.83;12 846.93;13 496.3;14 131.8;14 507.73;14 979.83;15 636.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Поволжский район;;5 691.3;5 825.57;5 950.48;6 309.51;6 353.22;6 774.6;7 198.74;7 630.28;8 092.05;8 654.29;9 045.8;9 364.87;10 113.79;10 260.46;10 870.13;11 309.02;11 601.8;12 061.19;12 684.26;13 192.14;13 437.11;14 118.42;14 832.68;15 495.79;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Северо-Кавказский район;;6 011.88;6 047.32;6 090.53;6 483.61;7 187.16;7 431.39;7 666.07;8 195.95;8 980.25;9 847.99;10 069.26;10 506.14;11 244;11 889.83;11 936.29;12 418.95;13 255.93;13 948.57;14 875.27;15 443.13;16 161.33;16 589.64;17 315.74;18 237.83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Уральский район;;5 662.86;5 893.84;6 269.87;7 472.99;8 231.11;8 602.87;9 690.84;10 445.89;10 817.15;11 611.79;12 142.93;12 383.28;12 438.28;12 583.03;12 702.64;13 061.28;14 225.02;14 854.33;15 652.28;16 605.64;17 838.92;18 936.27;20 088.02;21 852.86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Западно-Сибирский район;;5 246.07;5 317.16;5 392.71;5 599.54;6 694.66;7 623.21;8 790.15;9 190.63;10 925.74;11 760.66;12 044.66;11 885.93;13 660.89;13 806.99;13 976.25;14 051.83;14 390.58;14 720.68;15 316.05;15 850.18;17 233.21;18 975.2;20 805.24;22 152.04;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Восточно-Сибирский район;;4 525.78;4 609.48;4 904.83;5 974.73;6 395.31;7 474.29;8 384.5;9 094.38;10 019.28;10 120.96;10 258.68;10 506.58;12 541.21;12 624.31;13 001.24;13 573.05;15 056.2;16 134.29;17 490.96;18 914.32;19 096.91;19 450.06;19 761.22;20 567.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Первичный рынок жилья;Дальневосточный район;;7 203.56;7 392.97;7 434.4;7 987.61;10 614.19;11 180.25;11 995.19;13 281.07;12 902.61;13 505.35;14 062.79;14 381.82;15 172.65;15 566.16;17 246.81;18 103.24;19 540.54;20 825.51;22 118.51;22 281.74;21 601.09;22 902.66;24 646.33;26 356.22;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
